,ID,filename,label
28807,891678,891678.jpg,neutral
28808,642924,642924.jpg,neutral
28809,901299,901299.jpg,neutral
28810,226716,226716.jpg,disgusted
28811,773670,773670.jpg,neutral
28812,530300,530300.jpg,neutral
28813,413243,413243.jpg,neutral
28814,11797,11797.jpg,neutral
28815,738425,738425.jpg,neutral
28816,318835,318835.jpg,neutral
28817,697413,697413.jpg,neutral
28818,742280,742280.jpg,neutral
28819,741006,741006.jpg,disgusted
28820,8668,8668.jpg,neutral
28821,950864,950864.jpg,neutral
28822,164716,164716.jpg,disgusted
28823,542981,542981.jpg,neutral
28824,230343,230343.jpg,neutral
28825,742602,742602.jpg,neutral
28826,710880,710880.jpg,neutral
28827,977837,977837.jpg,neutral
28828,482188,482188.jpg,neutral
28829,934717,934717.jpg,neutral
28830,765205,765205.jpg,neutral
28831,901126,901126.jpg,neutral
28832,685940,685940.jpg,neutral
28833,944177,944177.jpg,neutral
28834,483667,483667.jpg,neutral
28835,439049,439049.jpg,disgusted
28836,2308,2308.jpg,neutral
28837,407452,407452.jpg,neutral
28838,124443,124443.jpg,disgusted
28839,553325,553325.jpg,neutral
28840,453928,453928.jpg,neutral
28841,458686,458686.jpg,neutral
28842,662956,662956.jpg,neutral
28843,496755,496755.jpg,neutral
28844,211779,211779.jpg,neutral
28845,81503,81503.jpg,neutral
28846,239211,239211.jpg,neutral
28847,331829,331829.jpg,neutral
28848,914815,914815.jpg,neutral
28849,917536,917536.jpg,neutral
28850,168969,168969.jpg,neutral
28851,288219,288219.jpg,neutral
28852,603724,603724.jpg,neutral
28853,185204,185204.jpg,neutral
28854,430179,430179.jpg,disgusted
28855,57702,57702.jpg,neutral
28856,90444,90444.jpg,neutral
28857,757640,757640.jpg,neutral
28858,179507,179507.jpg,neutral
28859,631477,631477.jpg,neutral
28860,682548,682548.jpg,disgusted
28861,216554,216554.jpg,neutral
28862,402344,402344.jpg,neutral
28863,500105,500105.jpg,disgusted
28864,311673,311673.jpg,neutral
28865,126144,126144.jpg,neutral
28866,449310,449310.jpg,neutral
28867,676651,676651.jpg,neutral
28868,378717,378717.jpg,neutral
28869,298755,298755.jpg,neutral
28870,901231,901231.jpg,disgusted
28871,76733,76733.jpg,disgusted
28872,967355,967355.jpg,neutral
28873,553421,553421.jpg,neutral
28874,983344,983344.jpg,neutral
28875,22819,22819.jpg,neutral
28876,852619,852619.jpg,neutral
28877,621791,621791.jpg,neutral
28878,327133,327133.jpg,neutral
28879,757742,757742.jpg,neutral
28880,338403,338403.jpg,neutral
28881,858084,858084.jpg,disgusted
28882,464564,464564.jpg,neutral
28883,847642,847642.jpg,neutral
28884,321901,321901.jpg,neutral
28885,231395,231395.jpg,neutral
28886,908613,908613.jpg,neutral
28887,451640,451640.jpg,neutral
28888,767370,767370.jpg,neutral
28889,503383,503383.jpg,neutral
28890,712178,712178.jpg,disgusted
28891,16868,16868.jpg,disgusted
28892,42208,42208.jpg,neutral
28893,492293,492293.jpg,neutral
28894,538034,538034.jpg,neutral
28895,231527,231527.jpg,neutral
28896,997263,997263.jpg,neutral
28897,846174,846174.jpg,neutral
28898,70614,70614.jpg,neutral
28899,625776,625776.jpg,neutral
28900,486773,486773.jpg,neutral
28901,290011,290011.jpg,neutral
28902,383081,383081.jpg,neutral
28903,443265,443265.jpg,neutral
28904,237574,237574.jpg,neutral
28905,920019,920019.jpg,neutral
28906,373910,373910.jpg,neutral
28907,538340,538340.jpg,neutral
28908,906338,906338.jpg,neutral
28909,59994,59994.jpg,neutral
28910,70728,70728.jpg,neutral
28911,145957,145957.jpg,disgusted
28912,13188,13188.jpg,neutral
28913,778450,778450.jpg,neutral
28914,14472,14472.jpg,neutral
28915,479526,479526.jpg,neutral
28916,325139,325139.jpg,neutral
28917,521988,521988.jpg,neutral
28918,6311,6311.jpg,neutral
28919,152558,152558.jpg,neutral
28920,437004,437004.jpg,neutral
28921,965291,965291.jpg,neutral
28922,811785,811785.jpg,neutral
28923,708630,708630.jpg,neutral
28924,267553,267553.jpg,neutral
28925,955816,955816.jpg,neutral
28926,550101,550101.jpg,neutral
28927,855304,855304.jpg,neutral
28928,102459,102459.jpg,disgusted
28929,197179,197179.jpg,neutral
28930,357063,357063.jpg,neutral
28931,945031,945031.jpg,neutral
28932,606319,606319.jpg,neutral
28933,508111,508111.jpg,neutral
28934,61410,61410.jpg,neutral
28935,956301,956301.jpg,neutral
28936,125909,125909.jpg,disgusted
28937,440081,440081.jpg,neutral
28938,288740,288740.jpg,neutral
28939,534920,534920.jpg,disgusted
28940,784756,784756.jpg,neutral
28941,288358,288358.jpg,neutral
28942,368171,368171.jpg,neutral
28943,456234,456234.jpg,neutral
28944,239005,239005.jpg,disgusted
28945,111096,111096.jpg,neutral
28946,102577,102577.jpg,neutral
28947,919176,919176.jpg,neutral
28948,72768,72768.jpg,neutral
28949,715345,715345.jpg,disgusted
28950,526113,526113.jpg,neutral
28951,221348,221348.jpg,neutral
28952,925617,925617.jpg,neutral
28953,858588,858588.jpg,neutral
28954,424180,424180.jpg,disgusted
28955,794395,794395.jpg,neutral
28956,2702,2702.jpg,disgusted
28957,218371,218371.jpg,neutral
28958,220505,220505.jpg,neutral
28959,59851,59851.jpg,neutral
28960,773595,773595.jpg,neutral
28961,12556,12556.jpg,neutral
28962,880242,880242.jpg,disgusted
28963,646387,646387.jpg,neutral
28964,972713,972713.jpg,disgusted
28965,968705,968705.jpg,neutral
28966,376259,376259.jpg,neutral
28967,590,590.jpg,neutral
28968,85077,85077.jpg,neutral
28969,728615,728615.jpg,neutral
28970,814170,814170.jpg,neutral
28971,662035,662035.jpg,disgusted
28972,962751,962751.jpg,disgusted
28973,965160,965160.jpg,neutral
28974,313828,313828.jpg,neutral
28975,594360,594360.jpg,neutral
28976,615565,615565.jpg,neutral
28977,618169,618169.jpg,neutral
28978,25407,25407.jpg,neutral
28979,895569,895569.jpg,disgusted
28980,637732,637732.jpg,disgusted
28981,568665,568665.jpg,neutral
28982,777763,777763.jpg,neutral
28983,411561,411561.jpg,neutral
28984,321983,321983.jpg,neutral
28985,296564,296564.jpg,neutral
28986,326583,326583.jpg,neutral
28987,674162,674162.jpg,disgusted
28988,4203,4203.jpg,neutral
28989,457834,457834.jpg,neutral
28990,325834,325834.jpg,neutral
28991,161893,161893.jpg,disgusted
28992,117258,117258.jpg,neutral
28993,740373,740373.jpg,neutral
28994,877702,877702.jpg,disgusted
28995,566416,566416.jpg,neutral
28996,590330,590330.jpg,neutral
28997,497896,497896.jpg,neutral
28998,292827,292827.jpg,neutral
28999,932844,932844.jpg,neutral
29000,489883,489883.jpg,disgusted
29001,278600,278600.jpg,neutral
29002,654431,654431.jpg,neutral
29003,126677,126677.jpg,neutral
29004,772182,772182.jpg,neutral
29005,171618,171618.jpg,neutral
29006,269345,269345.jpg,neutral
29007,342198,342198.jpg,neutral
29008,755156,755156.jpg,disgusted
29009,225306,225306.jpg,neutral
29010,610865,610865.jpg,neutral
29011,494930,494930.jpg,disgusted
29012,946843,946843.jpg,neutral
29013,827076,827076.jpg,neutral
29014,959901,959901.jpg,neutral
29015,508709,508709.jpg,disgusted
29016,507586,507586.jpg,neutral
29017,727074,727074.jpg,neutral
29018,247629,247629.jpg,neutral
29019,532031,532031.jpg,neutral
29020,461528,461528.jpg,disgusted
29021,218,218.jpg,neutral
29022,942538,942538.jpg,neutral
29023,682892,682892.jpg,neutral
29024,655661,655661.jpg,neutral
29025,888602,888602.jpg,disgusted
29026,994904,994904.jpg,neutral
29027,674517,674517.jpg,neutral
29028,139169,139169.jpg,neutral
29029,491876,491876.jpg,neutral
29030,281811,281811.jpg,neutral
29031,34491,34491.jpg,neutral
29032,961838,961838.jpg,neutral
29033,382209,382209.jpg,neutral
29034,881713,881713.jpg,neutral
29035,641575,641575.jpg,neutral
29036,567748,567748.jpg,neutral
29037,273601,273601.jpg,neutral
29038,482402,482402.jpg,neutral
29039,892591,892591.jpg,neutral
29040,471130,471130.jpg,neutral
29041,647195,647195.jpg,neutral
29042,359096,359096.jpg,neutral
29043,627573,627573.jpg,neutral
29044,825719,825719.jpg,disgusted
29045,179826,179826.jpg,disgusted
29046,829660,829660.jpg,neutral
29047,871118,871118.jpg,neutral
29048,437535,437535.jpg,neutral
29049,789904,789904.jpg,neutral
29050,95993,95993.jpg,neutral
29051,529172,529172.jpg,neutral
29052,345784,345784.jpg,neutral
29053,973196,973196.jpg,neutral
29054,638100,638100.jpg,neutral
29055,219411,219411.jpg,neutral
29056,823991,823991.jpg,neutral
29057,267596,267596.jpg,neutral
29058,858828,858828.jpg,neutral
29059,982961,982961.jpg,neutral
29060,817239,817239.jpg,neutral
29061,814942,814942.jpg,disgusted
29062,871784,871784.jpg,neutral
29063,623494,623494.jpg,neutral
29064,244439,244439.jpg,neutral
29065,534105,534105.jpg,neutral
29066,619844,619844.jpg,neutral
29067,117814,117814.jpg,neutral
29068,815609,815609.jpg,neutral
29069,588646,588646.jpg,disgusted
29070,664516,664516.jpg,neutral
29071,627532,627532.jpg,neutral
29072,968194,968194.jpg,disgusted
29073,421229,421229.jpg,neutral
29074,797027,797027.jpg,neutral
29075,737623,737623.jpg,neutral
29076,720098,720098.jpg,neutral
29077,740532,740532.jpg,neutral
29078,106834,106834.jpg,neutral
29079,404778,404778.jpg,neutral
29080,980708,980708.jpg,neutral
29081,465733,465733.jpg,neutral
29082,575747,575747.jpg,neutral
29083,138035,138035.jpg,neutral
29084,311452,311452.jpg,neutral
29085,405567,405567.jpg,disgusted
29086,590657,590657.jpg,neutral
29087,341275,341275.jpg,disgusted
29088,656563,656563.jpg,neutral
29089,839196,839196.jpg,neutral
29090,250952,250952.jpg,disgusted
29091,409481,409481.jpg,neutral
29092,765235,765235.jpg,neutral
29093,64889,64889.jpg,neutral
29094,968349,968349.jpg,neutral
29095,229007,229007.jpg,neutral
29096,567691,567691.jpg,neutral
29097,342392,342392.jpg,neutral
29098,721312,721312.jpg,neutral
29099,534438,534438.jpg,neutral
29100,616911,616911.jpg,neutral
29101,799560,799560.jpg,neutral
29102,242952,242952.jpg,disgusted
29103,932292,932292.jpg,neutral
29104,619574,619574.jpg,neutral
29105,631777,631777.jpg,neutral
29106,815753,815753.jpg,disgusted
29107,632018,632018.jpg,neutral
29108,789350,789350.jpg,neutral
29109,888098,888098.jpg,disgusted
29110,439647,439647.jpg,neutral
29111,785330,785330.jpg,neutral
29112,362697,362697.jpg,neutral
29113,535484,535484.jpg,neutral
29114,435321,435321.jpg,neutral
29115,394270,394270.jpg,neutral
29116,186322,186322.jpg,disgusted
29117,357896,357896.jpg,neutral
29118,354590,354590.jpg,neutral
29119,889023,889023.jpg,neutral
29120,117382,117382.jpg,disgusted
29121,173882,173882.jpg,neutral
29122,951974,951974.jpg,neutral
29123,950491,950491.jpg,neutral
29124,55846,55846.jpg,neutral
29125,839746,839746.jpg,neutral
29126,507609,507609.jpg,neutral
29127,644630,644630.jpg,neutral
29128,588647,588647.jpg,neutral
29129,164712,164712.jpg,neutral
29130,519247,519247.jpg,neutral
29131,123700,123700.jpg,disgusted
29132,124926,124926.jpg,neutral
29133,42324,42324.jpg,neutral
29134,305801,305801.jpg,neutral
29135,578794,578794.jpg,neutral
29136,208891,208891.jpg,neutral
29137,721867,721867.jpg,neutral
29138,479093,479093.jpg,disgusted
29139,332500,332500.jpg,neutral
29140,867447,867447.jpg,neutral
29141,504815,504815.jpg,neutral
29142,13797,13797.jpg,disgusted
29143,118040,118040.jpg,neutral
29144,98219,98219.jpg,neutral
29145,537767,537767.jpg,disgusted
29146,983867,983867.jpg,disgusted
29147,818778,818778.jpg,disgusted
29148,727886,727886.jpg,neutral
29149,948711,948711.jpg,neutral
29150,702261,702261.jpg,disgusted
29151,65058,65058.jpg,disgusted
29152,460478,460478.jpg,neutral
29153,7276,7276.jpg,neutral
29154,838361,838361.jpg,neutral
29155,126707,126707.jpg,neutral
29156,888489,888489.jpg,neutral
29157,657463,657463.jpg,neutral
29158,300407,300407.jpg,neutral
29159,899880,899880.jpg,neutral
29160,479712,479712.jpg,neutral
29161,693830,693830.jpg,neutral
29162,21899,21899.jpg,neutral
29163,492872,492872.jpg,neutral
29164,582457,582457.jpg,neutral
29165,676447,676447.jpg,disgusted
29166,911233,911233.jpg,disgusted
29167,378504,378504.jpg,neutral
29168,126866,126866.jpg,disgusted
29169,981744,981744.jpg,neutral
29170,336255,336255.jpg,disgusted
29171,342693,342693.jpg,neutral
29172,369828,369828.jpg,disgusted
29173,415434,415434.jpg,neutral
29174,246032,246032.jpg,disgusted
29175,524128,524128.jpg,neutral
29176,435053,435053.jpg,neutral
29177,414693,414693.jpg,neutral
29178,554747,554747.jpg,neutral
29179,852514,852514.jpg,neutral
29180,990542,990542.jpg,disgusted
29181,595979,595979.jpg,neutral
29182,930930,930930.jpg,neutral
29183,209594,209594.jpg,neutral
29184,56388,56388.jpg,neutral
29185,87261,87261.jpg,neutral
29186,165080,165080.jpg,neutral
29187,911246,911246.jpg,neutral
29188,306981,306981.jpg,neutral
29189,508002,508002.jpg,disgusted
29190,673844,673844.jpg,neutral
29191,57719,57719.jpg,neutral
29192,323979,323979.jpg,neutral
29193,610474,610474.jpg,disgusted
29194,529250,529250.jpg,neutral
29195,738702,738702.jpg,neutral
29196,316035,316035.jpg,neutral
29197,806908,806908.jpg,neutral
29198,787519,787519.jpg,neutral
29199,45956,45956.jpg,neutral
29200,990263,990263.jpg,neutral
29201,929125,929125.jpg,disgusted
29202,958709,958709.jpg,neutral
29203,461594,461594.jpg,neutral
29204,59568,59568.jpg,disgusted
29205,616277,616277.jpg,neutral
29206,825869,825869.jpg,neutral
29207,709088,709088.jpg,disgusted
29208,764823,764823.jpg,neutral
29209,770640,770640.jpg,neutral
29210,587114,587114.jpg,disgusted
29211,91072,91072.jpg,disgusted
29212,121251,121251.jpg,neutral
29213,444848,444848.jpg,neutral
29214,413684,413684.jpg,disgusted
29215,126434,126434.jpg,neutral
29216,457206,457206.jpg,neutral
29217,502439,502439.jpg,neutral
29218,595907,595907.jpg,neutral
29219,652779,652779.jpg,neutral
29220,225806,225806.jpg,neutral
29221,613487,613487.jpg,neutral
29222,870421,870421.jpg,neutral
29223,813065,813065.jpg,disgusted
29224,63291,63291.jpg,neutral
29225,145465,145465.jpg,neutral
29226,423126,423126.jpg,neutral
29227,994942,994942.jpg,neutral
29228,53837,53837.jpg,neutral
29229,91485,91485.jpg,neutral
29230,90051,90051.jpg,neutral
29231,347890,347890.jpg,disgusted
29232,802764,802764.jpg,neutral
29233,564688,564688.jpg,neutral
29234,921975,921975.jpg,neutral
29235,546525,546525.jpg,neutral
29236,882018,882018.jpg,disgusted
29237,513849,513849.jpg,neutral
29238,513695,513695.jpg,neutral
29239,330688,330688.jpg,neutral
29240,537771,537771.jpg,neutral
29241,166840,166840.jpg,disgusted
29242,524689,524689.jpg,neutral
29243,657560,657560.jpg,neutral
29244,441443,441443.jpg,neutral
29245,886021,886021.jpg,neutral
29246,403133,403133.jpg,neutral
29247,925014,925014.jpg,neutral
29248,892225,892225.jpg,neutral
29249,711263,711263.jpg,disgusted
29250,703858,703858.jpg,neutral
29251,316436,316436.jpg,disgusted
29252,594211,594211.jpg,neutral
29253,310104,310104.jpg,neutral
29254,391511,391511.jpg,neutral
29255,319067,319067.jpg,neutral
29256,357210,357210.jpg,neutral
29257,761955,761955.jpg,neutral
29258,696367,696367.jpg,neutral
29259,116436,116436.jpg,neutral
29260,469757,469757.jpg,neutral
29261,749393,749393.jpg,neutral
29262,92904,92904.jpg,disgusted
29263,111608,111608.jpg,neutral
29264,675075,675075.jpg,disgusted
29265,808901,808901.jpg,neutral
29266,96671,96671.jpg,neutral
29267,572655,572655.jpg,neutral
29268,796205,796205.jpg,neutral
29269,988255,988255.jpg,disgusted
29270,617853,617853.jpg,neutral
29271,882319,882319.jpg,disgusted
29272,667935,667935.jpg,neutral
29273,303820,303820.jpg,neutral
29274,766437,766437.jpg,neutral
29275,814470,814470.jpg,neutral
29276,11944,11944.jpg,neutral
29277,867437,867437.jpg,neutral
29278,246094,246094.jpg,neutral
29279,422401,422401.jpg,neutral
29280,470043,470043.jpg,neutral
29281,254530,254530.jpg,neutral
29282,304839,304839.jpg,neutral
29283,663836,663836.jpg,neutral
29284,244317,244317.jpg,disgusted
29285,695990,695990.jpg,neutral
29286,377003,377003.jpg,neutral
29287,847603,847603.jpg,neutral
29288,591348,591348.jpg,neutral
29289,893155,893155.jpg,neutral
29290,924313,924313.jpg,disgusted
29291,126245,126245.jpg,neutral
29292,338298,338298.jpg,disgusted
29293,788066,788066.jpg,neutral
29294,766949,766949.jpg,disgusted
29295,731651,731651.jpg,neutral
29296,608503,608503.jpg,neutral
29297,251842,251842.jpg,neutral
29298,810640,810640.jpg,neutral
29299,29133,29133.jpg,neutral
29300,427081,427081.jpg,neutral
29301,147639,147639.jpg,neutral
29302,52111,52111.jpg,disgusted
29303,900317,900317.jpg,disgusted
29304,872883,872883.jpg,disgusted
29305,366420,366420.jpg,neutral
29306,738121,738121.jpg,neutral
29307,665499,665499.jpg,neutral
29308,350559,350559.jpg,disgusted
29309,332299,332299.jpg,neutral
29310,784357,784357.jpg,neutral
29311,899928,899928.jpg,neutral
29312,853808,853808.jpg,neutral
29313,279656,279656.jpg,neutral
29314,40206,40206.jpg,neutral
29315,466275,466275.jpg,neutral
29316,389912,389912.jpg,disgusted
29317,895479,895479.jpg,neutral
29318,730585,730585.jpg,neutral
29319,417180,417180.jpg,disgusted
29320,722118,722118.jpg,neutral
29321,694299,694299.jpg,neutral
29322,48315,48315.jpg,neutral
29323,797572,797572.jpg,neutral
29324,468050,468050.jpg,disgusted
29325,330679,330679.jpg,neutral
29326,437359,437359.jpg,neutral
29327,536705,536705.jpg,neutral
29328,391150,391150.jpg,neutral
29329,71925,71925.jpg,neutral
29330,43894,43894.jpg,disgusted
29331,708835,708835.jpg,neutral
29332,338045,338045.jpg,neutral
29333,712868,712868.jpg,neutral
29334,743776,743776.jpg,neutral
29335,110931,110931.jpg,neutral
29336,816882,816882.jpg,neutral
29337,782284,782284.jpg,neutral
29338,479033,479033.jpg,neutral
29339,366679,366679.jpg,neutral
29340,384035,384035.jpg,disgusted
29341,413964,413964.jpg,neutral
29342,116873,116873.jpg,neutral
29343,400283,400283.jpg,disgusted
29344,551159,551159.jpg,neutral
29345,219149,219149.jpg,neutral
29346,575620,575620.jpg,neutral
29347,429595,429595.jpg,disgusted
29348,839225,839225.jpg,neutral
29349,888925,888925.jpg,neutral
29350,46924,46924.jpg,disgusted
29351,473797,473797.jpg,neutral
29352,448446,448446.jpg,neutral
29353,866263,866263.jpg,neutral
29354,572838,572838.jpg,neutral
29355,918014,918014.jpg,neutral
29356,255797,255797.jpg,neutral
29357,70090,70090.jpg,neutral
29358,548190,548190.jpg,disgusted
29359,241284,241284.jpg,neutral
29360,164494,164494.jpg,neutral
29361,842388,842388.jpg,neutral
29362,245869,245869.jpg,disgusted
29363,665954,665954.jpg,neutral
29364,856476,856476.jpg,neutral
29365,621888,621888.jpg,neutral
29366,151762,151762.jpg,neutral
29367,178230,178230.jpg,neutral
29368,936965,936965.jpg,neutral
29369,977149,977149.jpg,neutral
29370,632716,632716.jpg,disgusted
29371,13605,13605.jpg,neutral
29372,692681,692681.jpg,disgusted
29373,435193,435193.jpg,neutral
29374,468074,468074.jpg,neutral
29375,302279,302279.jpg,neutral
29376,282045,282045.jpg,disgusted
29377,758269,758269.jpg,neutral
29378,642427,642427.jpg,neutral
29379,769939,769939.jpg,disgusted
29380,838935,838935.jpg,disgusted
29381,577815,577815.jpg,neutral
29382,240544,240544.jpg,disgusted
29383,199690,199690.jpg,neutral
29384,604636,604636.jpg,neutral
29385,574391,574391.jpg,neutral
29386,678666,678666.jpg,neutral
29387,528256,528256.jpg,neutral
29388,385464,385464.jpg,neutral
29389,831303,831303.jpg,neutral
29390,911331,911331.jpg,neutral
29391,775506,775506.jpg,neutral
29392,557258,557258.jpg,neutral
29393,36410,36410.jpg,neutral
29394,891967,891967.jpg,neutral
29395,623851,623851.jpg,disgusted
29396,165872,165872.jpg,neutral
29397,89789,89789.jpg,neutral
29398,121971,121971.jpg,neutral
29399,747766,747766.jpg,neutral
29400,495642,495642.jpg,neutral
29401,213478,213478.jpg,disgusted
29402,74781,74781.jpg,neutral
29403,172715,172715.jpg,disgusted
29404,624274,624274.jpg,neutral
29405,654753,654753.jpg,neutral
29406,195816,195816.jpg,disgusted
29407,127431,127431.jpg,neutral
29408,617032,617032.jpg,disgusted
29409,934468,934468.jpg,neutral
29410,545212,545212.jpg,neutral
29411,180409,180409.jpg,neutral
29412,709737,709737.jpg,neutral
29413,538838,538838.jpg,neutral
29414,226288,226288.jpg,neutral
29415,290924,290924.jpg,neutral
29416,41348,41348.jpg,disgusted
29417,703375,703375.jpg,disgusted
29418,566272,566272.jpg,neutral
29419,650596,650596.jpg,neutral
29420,28074,28074.jpg,neutral
29421,848658,848658.jpg,disgusted
29422,84818,84818.jpg,neutral
29423,893810,893810.jpg,neutral
29424,127101,127101.jpg,neutral
29425,382804,382804.jpg,neutral
29426,617674,617674.jpg,neutral
29427,926785,926785.jpg,disgusted
29428,262292,262292.jpg,neutral
29429,259544,259544.jpg,disgusted
29430,692537,692537.jpg,neutral
29431,20264,20264.jpg,neutral
29432,562269,562269.jpg,neutral
29433,31270,31270.jpg,neutral
29434,53702,53702.jpg,neutral
29435,677739,677739.jpg,neutral
29436,386607,386607.jpg,neutral
29437,582650,582650.jpg,disgusted
29438,932511,932511.jpg,neutral
29439,845748,845748.jpg,neutral
29440,186245,186245.jpg,neutral
29441,53732,53732.jpg,neutral
29442,449303,449303.jpg,disgusted
29443,862252,862252.jpg,neutral
29444,482827,482827.jpg,neutral
29445,768496,768496.jpg,neutral
29446,648292,648292.jpg,neutral
29447,721799,721799.jpg,neutral
29448,748802,748802.jpg,neutral
29449,790723,790723.jpg,neutral
29450,398681,398681.jpg,neutral
29451,636139,636139.jpg,neutral
29452,719888,719888.jpg,neutral
29453,545728,545728.jpg,disgusted
29454,67287,67287.jpg,neutral
29455,813558,813558.jpg,neutral
29456,272764,272764.jpg,neutral
29457,875223,875223.jpg,disgusted
29458,499849,499849.jpg,neutral
29459,743279,743279.jpg,neutral
29460,943408,943408.jpg,neutral
29461,893936,893936.jpg,disgusted
29462,946591,946591.jpg,neutral
29463,61537,61537.jpg,neutral
29464,20648,20648.jpg,neutral
29465,664312,664312.jpg,neutral
29466,97687,97687.jpg,neutral
29467,23929,23929.jpg,neutral
29468,822112,822112.jpg,neutral
29469,286432,286432.jpg,neutral
29470,211478,211478.jpg,neutral
29471,977518,977518.jpg,neutral
29472,248874,248874.jpg,neutral
29473,720478,720478.jpg,neutral
29474,626030,626030.jpg,neutral
29475,203593,203593.jpg,disgusted
29476,262953,262953.jpg,neutral
29477,615735,615735.jpg,neutral
29478,640679,640679.jpg,neutral
29479,511403,511403.jpg,neutral
29480,455770,455770.jpg,neutral
29481,501814,501814.jpg,neutral
29482,600743,600743.jpg,neutral
29483,650952,650952.jpg,neutral
29484,766453,766453.jpg,disgusted
29485,230227,230227.jpg,neutral
29486,958170,958170.jpg,neutral
29487,422201,422201.jpg,neutral
29488,427992,427992.jpg,disgusted
29489,465436,465436.jpg,neutral
29490,847301,847301.jpg,disgusted
29491,327056,327056.jpg,neutral
29492,649659,649659.jpg,neutral
29493,190582,190582.jpg,disgusted
29494,802466,802466.jpg,neutral
29495,678820,678820.jpg,neutral
29496,618293,618293.jpg,neutral
29497,625029,625029.jpg,disgusted
29498,473638,473638.jpg,neutral
29499,100295,100295.jpg,neutral
29500,859329,859329.jpg,disgusted
29501,817299,817299.jpg,neutral
29502,761404,761404.jpg,neutral
29503,495881,495881.jpg,neutral
29504,798161,798161.jpg,neutral
29505,523613,523613.jpg,neutral
29506,247390,247390.jpg,neutral
29507,213780,213780.jpg,neutral
29508,79090,79090.jpg,neutral
29509,131788,131788.jpg,neutral
29510,750235,750235.jpg,disgusted
29511,484261,484261.jpg,neutral
29512,930968,930968.jpg,neutral
29513,41774,41774.jpg,disgusted
29514,680755,680755.jpg,neutral
29515,60351,60351.jpg,neutral
29516,140876,140876.jpg,neutral
29517,408889,408889.jpg,neutral
29518,788396,788396.jpg,disgusted
29519,908328,908328.jpg,neutral
29520,682538,682538.jpg,disgusted
29521,174182,174182.jpg,neutral
